Player,Year,PTS,AST,TRB,STL,BLK,FG,FGA,MP,G,3P,3PA,2P,2PA
Franklin Edwards,1982,150,45,27.0,16.0,5.0,65,150,291.0,42,0.0,9.0,65,141
Petur Gudmundsson,1982,219,59,186.0,13.0,30.0,83,166,845.0,68,1.0,1.0,82,165
Glenn Hagan,1982,7,8,4.0,3.0,0.0,3,7,25.0,4,0.0,0.0,3,7
Steve Hayes,1982,140,28,117.0,4.0,20.0,54,111,487.0,35,0.0,0.0,54,111
Tracy Jackson,1982,196,27,63.0,14.0,3.0,79,172,478.0,49,0.0,0.0,79,172
Clay Johnson,1982,25,7,12.0,3.0,3.0,11,20,65.0,7,0.0,0.0,11,20
Frank Johnson,1982,842,380,147.0,76.0,7.0,336,812,2027.0,79,17.0,79.0,319,733
Steve Johnson,1982,1002,91,459.0,39.0,89.0,395,644,1741.0,78,0.0,0.0,395,644
Albert King,1982,918,142,312.0,64.0,36.0,391,812,1694.0,76,3.0,13.0,388,799
Jeff Lamp,1982,250,28,64.0,16.0,1.0,100,196,617.0,54,0.0,1.0,100,195
Rock Lee,1982,2,2,1.0,0.0,0.0,1,2,10.0,2,0.0,0.0,1,2
Alton Lister,1982,362,84,387.0,18.0,118.0,149,287,1186.0,80,0.0,0.0,149,287
Lewis Lloyd,1982,57,6,16.0,5.0,1.0,25,45,95.0,16,0.0,0.0,25,45
Kevin Loder,1982,493,88,195.0,35.0,30.0,208,448,1139.0,71,0.0,11.0,208,437
Rudy Macklin,1982,554,47,263.0,40.0,20.0,210,484,1516.0,79,0.0,3.0,210,481
John McCullough,1982,21,3,4.0,2.0,0.0,9,13,23.0,8,0.0,0.0,9,13
Hank McDowell,1982,95,20,100.0,6.0,8.0,34,84,335.0,30,0.0,0.0,34,84
Mike McGee,1982,191,16,49.0,18.0,3.0,80,172,352.0,39,0.0,4.0,80,168
Kevin McKenna,1982,67,14,29.0,10.0,2.0,28,87,237.0,36,0.0,2.0,28,85
Larry Nance,1982,529,82,256.0,42.0,71.0,227,436,1186.0,80,0.0,1.0,227,435
Kurt Nimphius,1982,337,61,295.0,17.0,82.0,137,297,1085.0,63,0.0,0.0,137,297
Mark Radford,1982,145,57,29.0,16.0,2.0,54,100,369.0,43,2.0,3.0,52,97
Ed Rains,1982,192,40,80.0,18.0,2.0,77,177,637.0,49,0.0,2.0,77,175
Kurt Rambis,1982,295,56,348.0,60.0,76.0,118,228,1131.0,64,0.0,1.0,118,227
Jeff Ruland,1982,1183,134,762.0,44.0,58.0,420,749,2214.0,82,1.0,3.0,419,746
Danny Schayes,1982,644,146,427.0,46.0,72.0,252,524,1623.0,82,0.0,1.0,252,523
Jim Smith,1982,211,46,182.0,22.0,51.0,86,169,858.0,72,0.0,0.0,86,169
Larry Spriggs,1982,14,4,6.0,2.0,0.0,7,11,37.0,4,0.0,0.0,7,11
Isiah Thomas*,1982,1225,565,209.0,150.0,17.0,453,1068,2433.0,72,17.0,59.0,436,1009
Ray Tolbert,1982,219,33,126.0,12.0,16.0,100,202,607.0,64,0.0,2.0,100,200
Kelly Tripucka,1982,1772,270,443.0,89.0,16.0,636,1281,3077.0,82,5.0,22.0,631,1259
Elston Turner,1982,661,189,301.0,75.0,2.0,282,639,1996.0,80,0.0,4.0,282,635
Darnell Valentine,1982,526,270,149.0,94.0,3.0,187,453,1387.0,82,0.0,9.0,187,444
Pete Verhoeven,1982,349,52,254.0,42.0,22.0,149,296,1207.0,71,0.0,0.0,149,296
Jay Vincent,1982,1732,176,565.0,89.0,22.0,719,1448,2626.0,81,1.0,4.0,718,1444
Danny Vranes,1982,375,56,198.0,28.0,21.0,143,262,1075.0,77,0.0,1.0,143,261
Buck Williams,1982,1268,107,1005.0,84.0,84.0,513,881,2825.0,82,0.0,1.0,513,880
Herb Williams,1982,942,139,605.0,53.0,178.0,407,854,2277.0,82,2.0,7.0,405,847
Garry Witts,1982,132,38,62.0,17.0,4.0,49,84,493.0,46,1.0,2.0,48,82
Al Wood,1982,454,58,134.0,31.0,9.0,179,381,930.0,48,3.0,24.0,176,357
Howard Wood,1982,144,9,65.0,8.0,6.0,55,120,342.0,42,0.0,1.0,55,119
Orlando Woolridge,1982,548,81,227.0,23.0,24.0,202,394,1188.0,75,0.0,3.0,202,391
Rich Yonakor,1982,33,3,27.0,1.0,2.0,14,26,70.0,10,0.0,0.0,14,26
Dwight Anderson,1983,21,3,2.0,1.0,0.0,7,14,33.0,5,0.0,0.0,7,14
J.J. Anderson,1983,480,67,294.0,63.0,21.0,190,379,1202.0,65,0.0,4.0,190,375
Richard Anderson,1983,403,120,272.0,57.0,26.0,174,431,1274.0,78,7.0,19.0,167,412
John Bagley,1983,386,167,96.0,54.0,5.0,161,373,990.0,68,0.0,14.0,161,359
Dave Batton,1983,178,29,119.0,15.0,13.0,85,191,558.0,54,0.0,3.0,85,188
Lester Conner,1983,369,253,221.0,116.0,7.0,145,303,1416.0,75,0.0,4.0,145,299
Chubby Cox,1983,29,6,10.0,0.0,1.0,13,37,78.0,7,0.0,2.0,13,35
Terry Cummings,1983,1660,177,744.0,129.0,62.0,684,1309,2531.0,70,0.0,1.0,684,1308
Quintin Dailey,1983,1151,280,260.0,72.0,10.0,470,1008,2081.0,76,5.0,25.0,465,983
Mark Eaton,1983,351,112,462.0,24.0,275.0,146,353,1528.0,81,0.0,1.0,146,352
Jerry Eaves,1983,761,210,122.0,51.0,3.0,280,575,1588.0,82,1.0,8.0,279,567
Keith Edmonson,1983,112,22,39.0,11.0,6.0,48,139,309.0,32,0.0,2.0,48,137
Chris Engler,1983,81,11,104.0,7.0,17.0,38,94,369.0,54,0.0,0.0,38,94
Bruce Flowers,1983,261,47,180.0,19.0,12.0,110,206,699.0,53,0.0,2.0,110,204
Sleepy Floyd,1983,612,138,137.0,58.0,17.0,226,527,1248.0,76,10.0,25.0,216,502
Bill Garnett,1983,469,103,406.0,48.0,70.0,170,319,1411.0,75,0.0,3.0,170,316
John Greig,1983,19,0,6.0,0.0,1.0,7,13,26.0,9,0.0,0.0,7,13
Scott Hastings,1983,37,3,41.0,6.0,1.0,13,38,140.0,31,0.0,3.0,13,35
Rod Higgins,1983,848,175,366.0,66.0,65.0,313,698,2196.0,82,13.0,41.0,300,657
Craig Hodges,1983,750,275,122.0,82.0,4.0,318,704,2022.0,76,20.0,90.0,298,614
Marc Iavaroni,1983,404,83,329.0,32.0,44.0,163,353,1612.0,80,0.0,2.0,163,351
Jim Johnstone,1983,31,11,46.0,3.0,7.0,11,30,191.0,23,0.0,0.0,11,30
Hutch Jones,1983,40,4,17.0,3.0,0.0,17,37,85.0,9,0.0,0.0,17,37
Clark Kellogg,1983,1625,223,860.0,141.0,43.0,680,1420,2761.0,81,4.0,18.0,676,1402
Joe Kopicki,1983,67,9,62.0,9.0,2.0,23,51,201.0,17,0.0,1.0,23,50
Fat Lever,1983,633,426,225.0,153.0,15.0,256,594,2020.0,81,5.0,15.0,251,579
Cliff Levingston,1983,346,52,232.0,23.0,36.0,131,270,879.0,62,0.0,1.0,131,269
Steve Lingenfelter,1983,8,4,12.0,1.0,3.0,4,6,53.0,7,0.0,0.0,4,6
Dave Magley,1983,12,2,10.0,2.0,0.0,4,16,56.0,14,0.0,1.0,4,15
Mark McNamara,1983,78,7,76.0,3.0,3.0,29,64,182.0,36,0.0,0.0,29,64
Guy Morgan,1983,15,7,17.0,2.0,0.0,7,24,46.0,8,0.0,0.0,7,24
Ed Nealy,1983,364,62,485.0,68.0,12.0,147,247,1643.0,82,0.0,0.0,147,247
Chuck Nevitt,1983,23,0,17.0,1.0,12.0,11,15,64.0,6,0.0,0.0,11,15
Audie Norris,1983,66,24,69.0,13.0,2.0,26,63,311.0,30,0.0,0.0,26,63
Eddie Phillips,1983,152,29,77.0,14.0,8.0,56,138,416.0,48,0.0,2.0,56,136
Ricky Pierce,1983,85,14,35.0,8.0,4.0,33,88,265.0,39,1.0,7.0,32,81
Charles Pittman,1983,63,7,31.0,2.0,7.0,19,40,170.0,28,0.0,1.0,19,39
Paul Pressey,1983,532,207,281.0,99.0,47.0,213,466,1528.0,79,1.0,9.0,212,457
Oliver Robinson,1983,101,21,17.0,4.0,2.0,35,97,147.0,35,1.0,11.0,34,86
Walker Russell,1983,183,131,73.0,16.0,1.0,67,184,757.0,68,2.0,18.0,65,166
Mike Sanders,1983,183,19,94.0,18.0,6.0,76,157,393.0,26,0.0,2.0,76,155
Russ Schoene,1983,476,59,255.0,25.0,23.0,207,435,1222.0,77,1.0,4.0,206,431
Ed Sherod,1983,395,311,149.0,96.0,14.0,171,421,1624.0,64,1.0,13.0,170,408
Jose Slaughter,1983,225,52,68.0,36.0,7.0,89,238,515.0,63,9.0,41.0,80,197
Derek Smith,1983,59,2,38.0,0.0,4.0,21,51,154.0,27,0.0,2.0,21,49
Brook Steppe,1983,245,68,73.0,26.0,3.0,84,176,606.0,62,1.0,7.0,83,169
Jeff Taylor,1983,158,110,78.0,40.0,15.0,64,160,774.0,44,0.0,1.0,64,159
Vince Taylor,1983,95,41,36.0,20.0,2.0,37,102,321.0,31,0.0,0.0,37,102
Terry Teagle,1983,761,150,194.0,53.0,18.0,332,776,1708.0,73,10.0,29.0,322,747
David Thirdkill,1983,194,36,72.0,19.0,4.0,74,170,521.0,49,1.0,7.0,73,163
Corny Thompson,1983,122,34,120.0,12.0,7.0,43,137,520.0,44,0.0,0.0,43,137
LaSalle Thompson,1983,383,33,375.0,40.0,61.0,147,287,987.0,71,0.0,1.0,147,286
Darren Tillis,1983,168,18,130.0,8.0,30.0,76,181,526.0,52,0.0,1.0,76,180
Linton Townes,1983,247,31,65.0,19.0,5.0,105,234,516.0,55,9.0,25.0,96,209
Trent Tucker,1983,655,195,216.0,56.0,6.0,299,647,1830.0,78,14.0,30.0,285,617
Bryan Warrick,1983,172,126,69.0,21.0,8.0,65,171,727.0,43,0.0,5.0,65,166
Rory White,1983,324,30,105.0,16.0,2.0,127,234,626.0,65,0.0,1.0,127,233
Dominique Wilkins*,1983,1434,129,478.0,84.0,63.0,601,1220,2697.0,82,2.0,11.0,599,1209
Rickey Williams,1983,147,37,38.0,20.0,4.0,56,135,346.0,44,0.0,3.0,56,132
Rob Williams,1983,515,361,136.0,89.0,12.0,191,468,1443.0,74,2.0,15.0,189,453
James Worthy*,1983,1033,132,399.0,91.0,64.0,447,772,1970.0,77,1.0,4.0,446,768
Jim Zoet,1983,2,1,8.0,1.0,3.0,1,5,30.0,7,0.0,0.0,1,5
Ken Austin,1984,12,1,3.0,1.0,1.0,6,13,28.0,7,0.0,0.0,6,13
Thurl Bailey,1984,692,129,464.0,38.0,122.0,302,590,2009.0,81,0.0,0.0,302,590
Randy Breuer,1984,168,17,109.0,11.0,38.0,68,177,472.0,57,0.0,0.0,68,177
Wallace Bryant,1984,118,13,80.0,9.0,11.0,52,133,317.0,29,0.0,0.0,52,133
Howard Carter,1984,342,71,86.0,19.0,4.0,145,316,688.0,55,5.0,19.0,140,297
Carlos Clark,1984,54,17,17.0,8.0,1.0,19,52,127.0,31,0.0,2.0,19,50
Leroy Combs,1984,218,38,56.0,23.0,18.0,81,163,446.0,48,0.0,3.0,81,160
Russell Cross,1984,166,22,82.0,12.0,7.0,64,112,354.0,45,0.0,0.0,64,112
Darren Daye,1984,455,176,188.0,38.0,12.0,180,408,1174.0,75,0.0,6.0,180,402
Clyde Drexler*,1984,628,153,235.0,107.0,29.0,252,559,1408.0,82,1.0,4.0,251,555
Craig Ehlo,1984,23,6,9.0,3.0,0.0,11,27,63.0,7,0.0,0.0,11,27
Dale Ellis,1984,549,56,250.0,41.0,9.0,225,493,1059.0,67,12.0,29.0,213,464
Rod Foster,1984,664,172,120.0,54.0,9.0,260,580,1424.0,80,22.0,84.0,238,496
John Garris,1984,131,10,77.0,8.0,6.0,52,102,267.0,33,0.0,0.0,52,102
Mike Gibson,1984,53,9,66.0,5.0,7.0,21,55,229.0,32,0.0,0.0,21,55
Stewart Granger,1984,251,134,55.0,24.0,0.0,97,226,738.0,56,4.0,13.0,93,213
Sidney Green,1984,255,25,174.0,18.0,17.0,100,228,667.0,49,0.0,0.0,100,228
Bob Hansen,1984,148,44,48.0,15.0,4.0,65,145,419.0,55,0.0,8.0,65,137
Derek Harper,1984,469,239,172.0,95.0,21.0,200,451,1712.0,82,3.0,26.0,197,425
Roy Hinson,1984,437,69,499.0,31.0,145.0,184,371,1858.0,80,0.0,0.0,184,371
Charles Jones,1984,1,0,0.0,0.0,0.0,0,1,3.0,1,0.0,0.0,0,1
Mark Jones,1984,7,5,2.0,0.0,0.0,3,6,16.0,6,0.0,1.0,3,5
Greg Kite,1984,65,7,62.0,1.0,5.0,30,66,197.0,35,0.0,0.0,30,66
Bruce Kuczenski,1984,28,8,23.0,1.0,1.0,10,37,119.0,15,0.0,0.0,10,37
Darrell Lockhart,1984,4,0,3.0,0.0,0.0,2,2,14.0,2,0.0,0.0,2,2
Sidney Lowe,1984,324,269,122.0,93.0,5.0,107,259,1238.0,78,2.0,18.0,105,241
Jeff Malone,1984,982,151,155.0,23.0,13.0,408,918,1976.0,81,24.0,74.0,384,844
Pace Mannion,1984,121,47,59.0,25.0,2.0,50,126,469.0,57,3.0,13.0,47,113
Rodney McCray,1984,853,176,450.0,53.0,54.0,335,672,2081.0,79,1.0,4.0,334,668
Scooter McCray,1984,129,44,115.0,11.0,19.0,47,121,520.0,47,0.0,0.0,47,121
Larry Micheaux,1984,119,19,113.0,21.0,11.0,49,90,332.0,39,0.0,0.0,49,90
Bob Miller,1984,4,1,5.0,0.0,1.0,2,3,8.0,2,0.0,0.0,2,3
John Paxson,1984,142,149,33.0,10.0,2.0,61,137,458.0,49,4.0,22.0,57,115
John Pinone,1984,20,3,10.0,2.0,1.0,7,13,65.0,7,0.0,0.0,7,13
Tom Piotrowski,1984,30,5,16.0,1.0,3.0,12,26,78.0,18,0.0,0.0,12,26
Leo Rautins,1984,48,29,33.0,9.0,2.0,21,58,196.0,28,0.0,0.0,21,58
Doc Rivers,1984,757,314,220.0,127.0,30.0,250,541,1938.0,81,2.0,12.0,248,529
Fred Roberts,1984,573,98,304.0,52.0,38.0,214,399,1531.0,79,1.0,4.0,213,395
Ralph Sampson*,1984,1720,163,913.0,70.0,197.0,716,1369,2693.0,82,1.0,4.0,715,1365
Byron Scott,1984,788,177,164.0,81.0,19.0,334,690,1637.0,74,8.0,34.0,326,656
Steve Stipanovich,1984,970,170,562.0,73.0,67.0,392,816,2426.0,81,3.0,16.0,389,800
Jon Sundvold,1984,507,239,91.0,29.0,1.0,217,488,1284.0,73,9.0,37.0,208,451
Dane Suttle,1984,258,46,46.0,20.0,0.0,109,214,469.0,40,0.0,3.0,109,211
Jim Thomas,1984,455,130,149.0,60.0,6.0,187,403,1219.0,72,1.0,11.0,186,392
Paul Thompson,1984,742,122,312.0,70.0,37.0,309,662,1731.0,82,9.0,39.0,300,623
Sedale Threatt,1984,148,41,40.0,13.0,2.0,62,148,464.0,45,1.0,8.0,61,140
Granville Waiters,1984,277,60,227.0,24.0,85.0,123,238,1040.0,78,0.0,1.0,123,237
Darrell Walker,1984,644,284,167.0,127.0,15.0,216,518,1324.0,82,4.0,15.0,212,503
Brant Weidner,1984,8,0,11.0,0.0,2.0,2,9,38.0,8,0.0,0.0,2,9
Mark West,1984,37,13,46.0,1.0,15.0,15,42,202.0,34,0.0,0.0,15,42
Ennis Whatley,1984,668,662,197.0,119.0,17.0,261,556,2159.0,80,0.0,2.0,261,554
Mitchell Wiggins,1984,1018,187,328.0,106.0,11.0,399,890,2123.0,82,7.0,29.0,392,861
Kevin Williams,1984,75,43,13.0,8.0,4.0,25,58,200.0,19,0.0,1.0,25,57
Michael Wilson,1984,1,3,1.0,0.0,0.0,0,2,26.0,6,0.0,1.0,0,1
Randy Wittman,1984,350,71,71.0,17.0,0.0,160,318,1071.0,78,2.0,5.0,158,313
Chuck Aleksinas,1985,377,36,270.0,15.0,15.0,161,337,1114.0,74,0.0,1.0,161,336
Ron Anderson,1985,210,34,88.0,9.0,7.0,84,195,520.0,36,1.0,2.0,83,193
Ken Bannister,1985,509,39,330.0,38.0,40.0,209,445,1404.0,75,0.0,0.0,209,445
Charles Barkley*,1985,1148,155,703.0,95.0,80.0,427,783,2347.0,82,1.0,6.0,426,777
Cory Blackwell,1985,202,26,96.0,25.0,3.0,87,237,551.0,60,0.0,2.0,87,235
Sam Bowie,1985,758,215,656.0,55.0,203.0,299,557,2216.0,76,0.0,0.0,299,557
Frank Brickowski,1985,385,100,260.0,34.0,15.0,150,305,1115.0,78,0.0,4.0,150,301
Tony Brown,1985,544,159,288.0,59.0,12.0,214,465,1586.0,82,0.0,6.0,214,459
Steve Burtt,1985,197,20,28.0,21.0,4.0,72,188,418.0,47,0.0,1.0,72,187
Michael Cage,1985,533,51,392.0,41.0,32.0,216,398,1610.0,75,0.0,0.0,216,398
Tony Campbell,1985,316,24,89.0,28.0,3.0,130,262,625.0,56,0.0,1.0,130,261
Rick Carlisle,1985,67,25,21.0,3.0,0.0,26,67,179.0,38,0.0,2.0,26,65
Antoine Carr,1985,499,80,232.0,29.0,78.0,198,375,1195.0,62,2.0,6.0,196,369
Ron Cavenall,1985,78,19,166.0,12.0,42.0,28,86,653.0,53,0.0,0.0,28,86
Steve Colter,1985,556,243,150.0,75.0,9.0,216,477,1462.0,78,26.0,74.0,190,403
Devin Durrant,1985,300,80,124.0,19.0,10.0,114,274,756.0,59,0.0,3.0,114,271
Kenton Edelin,1985,11,10,26.0,5.0,4.0,4,13,143.0,10,0.0,0.0,4,13
Kenny Fields,1985,195,38,84.0,9.0,10.0,84,191,535.0,51,0.0,0.0,84,191
Vern Fleming,1985,1126,247,323.0,99.0,8.0,433,922,2486.0,80,0.0,4.0,433,918
Lancaster Gordon,1985,259,88,61.0,33.0,6.0,110,287,682.0,63,2.0,9.0,108,278
Butch Graves,1985,5,1,2.0,1.0,0.0,2,6,11.0,4,0.0,1.0,2,5
Stuart Gray,1985,102,15,123.0,9.0,14.0,35,92,391.0,52,0.0,0.0,35,92
Mike Holton,1985,624,198,132.0,59.0,6.0,257,576,1761.0,74,14.0,45.0,243,531
Jay Humphries,1985,703,350,164.0,107.0,8.0,279,626,2062.0,80,4.0,20.0,275,606
Ralph Jackson,1985,2,4,1.0,2.0,0.0,1,3,12.0,1,0.0,0.0,1,3
Earl Jones,1985,0,0,0.0,0.0,0.0,0,1,7.0,2,0.0,0.0,0,1
Ozell Jones,1985,245,56,238.0,30.0,57.0,106,180,888.0,67,0.0,1.0,106,179
Michael Jordan*,1985,2313,481,534.0,196.0,69.0,837,1625,3144.0,82,9.0,52.0,828,1573
Jerome Kersey,1985,473,63,206.0,49.0,29.0,178,372,958.0,77,0.0,3.0,178,369
Tim McCormick,1985,726,78,398.0,18.0,33.0,269,483,1584.0,78,0.0,1.0,269,482
Jay Murphy,1985,28,4,41.0,1.0,2.0,8,50,149.0,23,0.0,1.0,8,49
Hakeem Olajuwon*,1985,1692,111,974.0,99.0,220.0,677,1258,2914.0,82,0.0,0.0,677,1258
Sam Perkins,1985,903,135,605.0,63.0,63.0,347,736,2317.0,82,9.0,36.0,338,700
Jim Petersen,1985,190,29,147.0,14.0,32.0,70,144,714.0,60,0.0,0.0,70,144
Gary Plummer,1985,250,26,134.0,15.0,14.0,92,232,702.0,66,1.0,4.0,91,228
David Pope,1985,41,5,18.0,3.0,3.0,17,53,129.0,22,0.0,1.0,17,52
Alvin Robertson,1985,726,275,265.0,127.0,24.0,299,600,1685.0,79,4.0,11.0,295,589
Wayne Sappleton,1985,96,7,75.0,7.0,4.0,41,87,298.0,33,0.0,0.0,41,87
Tom Scheffler,1985,52,11,76.0,8.0,11.0,21,51,268.0,39,0.0,0.0,21,51
John Schweitz,1985,57,18,21.0,0.0,1.0,25,74,110.0,19,0.0,4.0,25,70
Tom Sewell,1985,20,6,4.0,3.0,1.0,9,36,87.0,21,0.0,2.0,9,34
Charlie Sitton,1985,91,26,60.0,7.0,6.0,39,94,304.0,43,0.0,2.0,39,92
Tom Sluby,1985,73,16,12.0,3.0,0.0,30,58,151.0,31,0.0,2.0,30,56
Terence Stansbury,1985,526,127,114.0,47.0,12.0,210,458,1278.0,74,4.0,25.0,206,433
John Stockton*,1985,458,415,105.0,109.0,11.0,157,333,1490.0,82,2.0,11.0,155,322
Peter Thibeaux,1985,231,17,69.0,11.0,17.0,94,195,461.0,51,0.0,2.0,94,193
Bernard Thompson,1985,197,52,76.0,31.0,10.0,79,212,535.0,59,0.0,8.0,79,204
Otis Thorpe,1985,1052,111,556.0,34.0,37.0,411,685,1918.0,82,0.0,2.0,411,683
Jeff Turner,1985,421,108,218.0,29.0,7.0,171,377,1429.0,72,0.0,3.0,171,374
Melvin Turpin,1985,835,36,452.0,38.0,87.0,363,711,1949.0,79,0.0,0.0,363,711
Willie White,1985,129,29,36.0,5.0,2.0,52,124,234.0,39,4.0,11.0,48,113
Eddie Lee,1985,298,16,262.0,21.0,16.0,116,233,917.0,54,0.0,2.0,116,231
Dale Wilkinson,1985,14,2,4.0,0.0,0.0,4,16,45.0,12,0.0,1.0,4,15
Guy Williams,1985,61,9,27.0,5.0,2.0,29,63,119.0,21,1.0,4.0,28,59
Kevin Willis,1985,765,36,522.0,31.0,49.0,322,690,1785.0,82,2.0,9.0,320,681
Othell Wilson,1985,325,217,131.0,77.0,12.0,134,291,1260.0,74,3.0,16.0,131,275
Leon Wood,1985,122,45,18.0,8.0,0.0,50,134,269.0,38,4.0,30.0,46,104
Danny Young,1985,4,2,3.0,3.0,0.0,2,10,26.0,3,0.0,1.0,2,9
Michael Young,1985,4,0,2.0,0.0,0.0,2,6,11.0,2,0.0,1.0,2,5
Michael Adams,1986,40,22,6.0,9.0,1.0,16,44,139.0,18,0.0,3.0,16,41
John Battle,1986,277,74,62.0,23.0,3.0,101,222,639.0,64,0.0,7.0,101,215
Benoit Benjamin,1986,878,79,600.0,64.0,206.0,324,661,2088.0,79,1.0,3.0,323,658
Uwe Blab,1986,124,17,91.0,3.0,12.0,44,94,409.0,48,0.0,0.0,44,94
Manute Bol,1986,298,23,477.0,28.0,397.0,128,278,2090.0,80,0.0,1.0,128,277
Mike Brittain,1986,54,5,49.0,3.0,12.0,22,43,219.0,32,0.0,0.0,22,43
Terry Catledge,1986,494,21,272.0,31.0,8.0,202,431,1092.0,64,0.0,4.0,202,427
Lorenzo Charles,1986,122,8,39.0,2.0,6.0,49,88,273.0,36,0.0,0.0,49,88
Fred Cofield,1986,165,82,46.0,20.0,3.0,75,184,469.0,45,3.0,15.0,72,169
David Cooke,1986,9,1,10.0,4.0,0.0,2,11,38.0,6,0.0,0.0,2,11
Tyrone Corbin,1986,64,11,25.0,11.0,2.0,27,64,174.0,16,0.0,1.0,27,63
Ron Crevier,1986,0,0,1.0,0.0,0.0,0,3,4.0,3,0.0,0.0,0,3
Jeff Cross,1986,26,1,30.0,2.0,3.0,6,24,128.0,21,0.0,0.0,6,24
Joe Dumars*,1986,769,390,119.0,66.0,11.0,287,597,1957.0,82,5.0,16.0,282,581
Patrick Ewing*,1986,998,102,451.0,54.0,103.0,386,814,1771.0,50,0.0,5.0,386,809
Georgi Glouchkov,1986,239,32,163.0,26.0,25.0,84,209,772.0,49,1.0,1.0,83,208
A.C. Green,1986,521,54,381.0,49.0,49.0,209,388,1542.0,82,1.0,6.0,208,382
Ken Green,1986,31,2,27.0,4.0,0.0,13,27,72.0,7,0.0,0.0,13,27
Kenny Green,1986,201,9,73.0,5.0,9.0,83,192,453.0,41,0.0,1.0,83,191
Claude Gregory,1986,2,0,2.0,1.0,0.0,1,2,2.0,2,0.0,0.0,1,2
Steve Harris,1986,257,50,57.0,21.0,4.0,103,233,482.0,57,1.0,5.0,102,228
Jerome Henderson,1986,4,0,1.0,0.0,0.0,2,3,3.0,1,0.0,0.0,2,3
Carl Henry,1986,78,4,19.0,5.0,0.0,31,67,149.0,28,4.0,10.0,27,57
Alfredrick Hughes,1986,356,61,113.0,26.0,5.0,152,372,866.0,68,3.0,17.0,149,355
Ken Johnson,1986,263,19,243.0,13.0,22.0,113,214,815.0,64,0.0,0.0,113,214
Yvon Joseph,1986,2,0,0.0,0.0,0.0,0,0,5.0,1,0.0,0.0,0,0
Harold Keeling,1986,44,10,6.0,7.0,0.0,17,39,75.0,20,0.0,0.0,17,39
Joe Kleine,1986,414,46,373.0,24.0,34.0,160,344,1180.0,80,0.0,0.0,160,344
Jon Koncak,1986,682,55,467.0,37.0,69.0,263,519,1695.0,82,0.0,1.0,263,518
Keith Lee,1986,431,67,351.0,29.0,37.0,177,380,1197.0,58,2.0,9.0,175,371
Karl Malone*,1986,1203,236,718.0,105.0,44.0,504,1016,2475.0,81,0.0,2.0,504,1014
Bill Martin,1986,332,52,102.0,21.0,7.0,143,298,691.0,66,0.0,8.0,143,290
Brian Martin,1986,6,0,4.0,0.0,1.0,3,7,21.0,8,0.0,0.0,3,7
Dwayne McClain,1986,157,67,30.0,38.0,4.0,69,180,461.0,45,1.0,9.0,68,171
Xavier McDaniel,1986,1404,193,655.0,101.0,37.0,576,1176,2706.0,82,2.0,10.0,574,1166
Ben McDonald,1986,61,9,38.0,7.0,1.0,28,58,266.0,21,0.0,1.0,28,57
Chris McNealy,1986,171,41,203.0,38.0,12.0,70,144,627.0,30,0.0,0.0,70,144
Dirk Minniefield,1986,417,269,131.0,65.0,1.0,167,347,1131.0,76,10.0,37.0,157,310
Perry Moss,1986,304,108,115.0,56.0,15.0,116,292,1012.0,72,7.0,32.0,109,260
Chris Mullin*,1986,768,105,115.0,70.0,23.0,287,620,1391.0,55,5.0,27.0,282,593
Charles Oakley,1986,740,133,664.0,68.0,30.0,281,541,1772.0,77,0.0,3.0,281,538
Michael Phelps,1986,279,71,89.0,45.0,1.0,117,286,880.0,70,1.0,12.0,116,274
Ed Pinckney,1986,681,90,308.0,71.0,37.0,255,457,1602.0,80,0.0,2.0,255,455
Terry Porter,1986,562,198,117.0,81.0,1.0,212,447,1214.0,79,13.0,42.0,199,405
Blair Rasmussen,1986,153,16,97.0,3.0,10.0,61,150,330.0,48,0.0,0.0,61,150
Jerry Reynolds,1986,203,86,80.0,43.0,19.0,72,162,508.0,55,1.0,2.0,71,160
Derrick Rowland,1986,3,1,1.0,0.0,0.0,1,3,9.0,2,0.0,0.0,1,3
Detlef Schrempf,1986,397,88,198.0,23.0,10.0,142,315,969.0,64,3.0,7.0,139,308
Carey Scurry,1986,363,85,242.0,78.0,66.0,142,301,1168.0,78,1.0,11.0,141,290
Mike Smrek,1986,108,19,110.0,6.0,23.0,46,122,408.0,38,0.0,2.0,46,120
Alex Stivrins,1986,3,1,3.0,0.0,0.0,1,4,14.0,3,0.0,0.0,1,4
Greg Stokes,1986,126,17,57.0,14.0,11.0,56,119,350.0,31,0.0,1.0,56,118
Bob Thornton,1986,336,43,290.0,30.0,7.0,125,274,1323.0,71,0.0,0.0,125,274
Wayman Tisdale,1986,1192,79,584.0,32.0,44.0,516,1002,2277.0,81,0.0,2.0,516,1000
Sedric Toney,1986,80,26,25.0,6.0,0.0,28,66,230.0,13,3.0,10.0,25,56
Nick Vanos,1986,54,16,60.0,2.0,5.0,23,72,202.0,11,0.0,0.0,23,72
Sam Vincent,1986,184,69,48.0,17.0,4.0,59,162,432.0,57,1.0,4.0,58,158
Spud Webb,1986,616,337,123.0,82.0,5.0,199,412,1229.0,79,2.0,11.0,197,401
Bill Wennington,1986,189,21,132.0,11.0,22.0,72,153,562.0,56,0.0,4.0,72,149
Gerald Wilkins,1986,1013,161,208.0,68.0,9.0,437,934,2025.0,81,7.0,25.0,430,909
Pete Williams,1986,151,14,146.0,19.0,23.0,67,111,573.0,53,0.0,0.0,67,111
